len,entropy,digit_p,alpha_p,vowel_p,special_p,sub_count,max_cons,query,label,attack_tag,qtype,llm_prediction,llm_reasoning
27,3.574,0.5,0.455,0.182,0.045,5,3,62.148.245.121.in-addr.arpa,0,0,AAAA,0,"Il qtype AAAA è tipico per record legittimi (A/AAAA), la lunghezza di 27 caratteri e l’entropia 3.57 sono nella media di un dominio di reverse‑lookup, senza pattern di alta entropia o stringhe eccessivamente lunghe.  
Quindi corrisponde a traffico normale.  
CLASSE: 0"
59,4.61,0.211,0.789,0.193,0.0,2,5,1mbjl611cukvm1bf24ciz1gm0aorlyxh5bxtijeobkc0z9.attacco.test,1,2,AAAA,2,"Il dominio contiene una sottostringa molto casuale (alta entropia 4.61) e una lunghezza di 59 caratteri, tipica dei domini generati da DGA; il tipo di query AAAA è comune ma non è indicativo di tunneling, né vi sono anomalie strutturali.  

CLASSE: 2"
48,4.26,0.217,0.783,0.304,0.0,2,3,iw33az034oyuuwlzahvoa13ox6ynh1n3hog.attacco.test,1,2,AAAA,1,"La presenza di un record AAAA (AA​AA) combinata con una sotto‑stringa molto lunga e ad alta entropia (48 caratteri, entropia 4.26) è tipica di tunneling/exfiltration, dove i dati vengono codificati nel nome host. Il numero di sottodomini è basso ma la lunghezza estrema della prima etichetta suggerisce uso malevolo più che un normale dominio.

CLASSE: 1"
36,4.316,0.20600000000000002,0.794,0.20600000000000002,0.0,2,7,8f200wlhmqkmugwzeen89n9.attacco.test,1,2,AAAA,0,"Il record è di tipo AAAA (normale per indirizzi IPv6), la lunghezza è moderata (36) e l’entropia (4.3) non è estremamente alta; non ci sono pattern tipici di tunneling o DGA.  
CLASSE: 0"
27,3.334,0.5,0.455,0.182,0.045,5,3,109.13.199.190.in-addr.arpa,0,0,AAAA,0,"Il tipo di record AA(A)AAA indica un normale record di indirizzo (reverse PTR), la lunghezza è moderata e l'entropia (3.334) è bassa, tipica di stringhe strutturate con numeri e parti fisse. Non vi sono anomalie di lunghezza estrema né di casualità; sembra un dominio di risoluzione IP legittimo.  
CLASSE: 0"
45,4.411,0.163,0.837,0.233,0.0,2,5,6whv6eheav94ko2wjnfretobkpq65xvg.attacco.test,1,2,A,2,"Lunghezza moderata e tipo A indicano traffico tipico, ma l’etichetta iniziale è una stringa casuale con entropia 4.41, alta percentuale di cifre e poche sottodomini, tipica di domini generati da DGA.  

CLASSE: 2"
14,3.664,0.077,0.923,0.385,0.0,1,3,isana2lyze.com,1,3,A,0,"Il record di tipo A è tipico dei domini legittimi, la lunghezza (14) è moderata e l’entropia (3.66) non indica casualità elevata; il nome contiene sequenze vocali/consonanti leggibili.  
Non mostra segni di tunneling, DGA o typo‑squatting.  
CLASSE: 0"
51,4.312,0.0,1.0,0.188,0.0,3,15,wzllwhgvswwvwfjegjbzxinvzifamc.sandbox.alphasoc.xyz,1,1,TXT,1,"Tipo TXT con stringa molto lunga (51 caratteri), alta entropia (4.3) e lunghi blocchi consonantici, tipici di payload codificati in tunnel DNS.  
Pochi sottodomini e assenza di cifre confermano un uso mirato per esfiltrazione dati.

CLASSE: 1"
16,3.5,0.5,0.5,0.214,0.0,2,1,d2098629.xoom.it,0,0,A,0,"Record A, lunghezza moderata (16) e entropia 3.5 indicano uso legittimo; il prefisso sembra un semplice ID, non tipico di DGA né di tunneling.  
CLASSE: 0"
36,3.972,0.265,0.735,0.23500000000000001,0.0,2,3,ny7yet74338a2k7ha8yfnuk.attacco.test,1,2,AAAA,2,"Il qtype AAAA è un record di tipo indirizzo, non tipico per tunnel via TXT; la lunghezza 36 e l'alta entropia (≈3.97) con stringa apparentemente casuale indicano un dominio generato algoritmicamente.  
Pertanto rientra nella categoria Malware DGA.  
CLASSE: 2"
13,3.239,0.083,0.917,0.417,0.0,1,2,seasonvar2.ru,1,3,A,0,"Il record è di tipo **A**, tipico dei domini legittimi; la lunghezza (13) e l’entropia (3,24) sono nella media, senza sequenze di caratteri insolite né punycode. Non emergono pattern di tunneling né di DGA, né typo‑squatting.

CLASSE: 0"
51,4.255,0.0,1.0,0.271,0.0,3,9,zoaecwcmcrcsmihaqeygjtdewocqwc.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa molto lunga (51 caratteri) e alta entropia (4.255), tipica di payload codificati per tunneling; la lunga sequenza di consonanti e l'assenza di parole reali rafforzano l'ipotesi.  
Pertanto rientra nella categoria di tunneling / data exfiltration.  
CLASSE: 1"
55,4.459,0.264,0.736,0.151,0.0,2,6,6kqbyx303bhmm3yderbtwlq0c6ke88lc12c0b7jaa0.attacco.test,1,2,AAAA,2,"Il tipo AAAA indica un record di indirizzo legittimo, ma la sottostringa di 55 caratteri è altamente casuale (alta entropia ≈ 4.46, molte cifre) e con pochi sottodomini, tipico di domini generati da DGA.  

CLASSE: 2"
51,4.275,0.0,1.0,0.188,0.0,3,15,ngbztcsccxqrktbugkkpijkcdgayci.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT, la lunghezza estrema (51) e l’entropia relativamente alta (4.275) con una lunga sequenza di consonanti indicano l’uso di una stringa codificata per trasporto dati, tipico del tunneling/exfiltration.  
CLASSE: 1"
12,3.189,0.091,0.909,0.273,0.0,1,2,dro0books.tv,1,3,A,0,"Il record è di tipo A, la lunghezza è moderata (12) e l’entropia (3.19) è tipica di domini leggibili, senza sottodomini sospetti né caratteri speciali. Queste caratteristiche corrispondono a un dominio legittimo.  
CLASSE: 0"
13,2.873,0.182,0.8180000000000001,0.364,0.0,2,1,g0og1e.com.eg,1,3,A,0,"Il record è di tipo A, la lunghezza è moderata e l’entropia è bassa, tipiche di domini legittimi; non vi sono pattern di lunghe stringhe o alta casualità.  

CLASSE: 0"
23,3.849,0.273,0.591,0.136,0.136,1,2,xn--arzes3-m1c6368c.com,1,3,A,3,"Il record è di tipo A (normale) e la lunghezza (23) e l'entropia (3,85) non sono estreme, ma la presenza di punycode (xn--) indica un possibile dominio IDN usato per imitare un brand legittimo; i pochi sottodomini e la presenza di cifre suggeriscono una tecnica di typosquatting.  

CLASSE: 3"
46,4.1370000000000005,0.182,0.8180000000000001,0.227,0.0,2,7,vegbcf0r98e07zysojoor70etrtbskj6c.attacco.test,1,2,AAAA,2,"Il record AAAA è legittimo, ma la sotto‑stringa di 32 caratteri è quasi casuale, con entropia 4,14 e lunghezza elevata, tipica dei domini generati da DGA.  
Non è né estremamente lungo né usa TXT (esclude tunneling) e non imita alcun brand (esclude typosquatting).  

CLASSE: 2"
27,3.676,0.5,0.455,0.182,0.045,5,3,133.252.24.187.in-addr.arpa,0,0,AAAA,0,"Il dominio è un tipico reverse‑DNS con una lunghezza moderata (27) e entropia relativamente bassa (3.68), tipica di record legittimi; il qtype AAAA è insolito ma non implica anomalie strutturali.  
Non mostra sequenze di caratteri casuali né lunghezze estreme tipiche di tunneling o DGA.

CLASSE: 0"
22,3.243,0.05,0.9500000000000001,0.35000000000000003,0.0,2,3,aarfse3qc.attacco.test,1,2,A,0,"Il record è di tipo A, tipico dei normali lookup, la lunghezza è media (22) e l’entropia è bassa (3.24), indicativi di un dominio leggibile e non di tunneling o DGA.  
CLASSE: 0"
51,4.268,0.0,1.0,0.25,0.0,3,7,ehbaqdzwmyyibrekcaxnqexcpowhrs.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT di 51 caratteri, con alta entropia (4.27) e un prefisso di 32 lettere quasi casuali (bassa % vocali, lunga sequenza di consonanti) indica un dominio generato da algoritmo DGA più che un tunnel di dati; la lunghezza è moderata, non “estrema”.  

CLASSE: 2"
12,3.085,0.0,1.0,0.364,0.0,1,3,paulflum.com,0,0,AAAA,0,"Il tipo AAAA (record IPv6), la lunghezza di 12 caratteri e l’entropia bassa (3.09) indicano un nome leggibile e non casuale.  
Assenza di cifre, caratteri speciali e pochi sottodomini confermano un comportamento normale.  
CLASSE: 0"
26,3.657,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,64.23.229.189.in-addr.arpa,0,0,AAAA,0,"La query è un tipico record reverse‑DNS (in‑addr.arpa) con qtype AAAA, lunghezza media e entropia moderata, tipiche di domini legittimi.  
CLASSE: 0"
51,4.349,0.0,1.0,0.25,0.0,3,14,oixxmvqzrwychtwsokxojjitzydyua.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT con una stringa molto lunga (51 caratteri) e alta entropia (4.349), tipica di payload codificati per tunneling/exfiltration. La presenza di una sequenza di consonanti di 14 caratteri e l'assenza di caratteri speciali rafforzano il profilo di dati inseriti in modo artificiale.  
CLASSE: 1"
22,3.55,0.15,0.85,0.30000000000000004,0.0,2,2,mob199.photobucket.com,0,0,A,0,"Il record A di una lunghezza moderata (22) e bassa entropia (3.55) corrisponde a un normale sottodominio di un servizio legittimo (photobucket.com), senza indizi di tunneling o DGA.  
CLASSE: 0"
14,3.325,0.385,0.615,0.077,0.0,1,2,zp9odt2t9.96bq,0,0,A,2,"Il record è di tipo A (normale), ma la label di 14 caratteri è dominata da cifre, ha poche vocali e un’entropia moderata (3.3), tipica di domini generati automaticamente e non di parole leggibili.  
CLASSE: 2"
51,4.407,0.0,1.0,0.292,0.0,3,7,mietazzlhavloujuxtqjawezkdkxgt.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT con un’etichetta di 30 caratteri, alta entropia (4.4) e predominanza di consonanti suggerisce il trasporto di dati codificati; la lunghezza anomala e il tipo TXT sono tipici di tunneling/exfiltration.  
CLASSE: 1"
15,3.774,0.214,0.786,0.214,0.0,1,3,n121adservb.com,1,3,A,0,"Il record di tipo **A** è tipico di domini legittimi; la lunghezza (15) è moderata e l’entropia (3.77) non indica una stringa casuale né un payload estremamente lungo. La presenza di qualche cifra e di un solo sottodominio rende più probabile un nome di servizio (es. “adserv”) piuttosto che un DGA o tunneling.  

CLASSE: 0"
18,3.572,0.11800000000000001,0.706,0.11800000000000001,0.176,1,3,xn--tpx-kna08p.com,1,3,A,3,"Record A di tipo normale, lunghezza media e entropia moderata; il prefisso “xn--” indica un dominio IDN punycode, tipico di omografi/typosquatting.  
CLASSE: 3"
51,4.588,0.0,1.0,0.20800000000000002,0.0,3,10,ijcdrzkbxqwegqdcvpywnmeejkmfbu.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT contiene una stringa di 51 caratteri con entropia 4.588 e una etichetta di 30 lettere quasi prive di vocali, tipica di domini generati automaticamente (alta casualità, pochi sottodomini).  
Non presenta la lunghezza estrema tipica del tunneling né elementi di brand spoofing, quindi rientra nella categoria DGA.  
CLASSE: 2"
15,3.457,0.0,0.929,0.357,0.07100000000000001,1,2,slidesha-re.net,1,3,A,3,"Record A di dimensione media (15) con entropia moderata (3.46) indica un dominio leggibile, ma la forma “slidesha‑re” richiama il brand Slideshare, tipico di typosquatting.  
CLASSE: 3"
52,4.463,0.1,0.9,0.30000000000000004,0.0,2,4,sas4yzouq6vq7mjku6wjlb9xuusoifsepaoqlbp.attacco.test,1,2,A,2,"Il record è di tipo A (normale per beacon), ma la lunghezza estrema (52) e l’entropia elevata (4.46) indicano un sottodominio generato casualmente, tipico dei DGA; non è un TXT né un dominio leggibile.  
CLASSE: 2"
22,4.061,0.0,0.857,0.23800000000000002,0.14300000000000002,1,3,xn--thegurbian-yfb.com,1,3,A,3,"Il dominio è in punycode (`xn--`), tipico degli IDN usati per impersonare brand; la lunghezza media (22) e l’entropia moderata (4.06) non indicano payload estremi né stringhe casuali, ma una parola quasi leggibile.  
Il record di tipo A e la presenza di un solo sottodominio rafforzano l’ipotesi di un sito “normale” ma con intento di typosquatting.

CLASSE: 3"
70,4.6850000000000005,0.23500000000000001,0.765,0.20600000000000002,0.0,2,10,5393zi2dazoafxorr3budg2oiya65089p2ny2kfry6bpfdfyymldok7gz.attacco.test,1,2,AAAA,1,"Il record AAAA è tipico di traffico legittimo, ma la lunghezza estrema (70 caratteri) e l’alto livello di entropia del sotto‑dominio indicano un payload codificato inserito nel nome, tipico di tunneling / data exfiltration.  
Quindi, nonostante il tipo di record, le caratteristiche della stringa corrispondono alla classe 1.  

CLASSE: 1"
26,3.475,0.47600000000000003,0.47600000000000003,0.19,0.048,5,3,78.108.61.186.in-addr.arpa,0,0,AAAA,0,"Il tipo AA​AA (record PTR per reverse DNS) è tipico del traffico legittimo, la lunghezza di 26 caratteri e l’entropia moderata (3.475) indicano un nome strutturato (IP‑in‑addr.arpa) piuttosto che una stringa casuale o estremamente lunga.  

Non vi sono segnali di tunneling, DGA o typosquatting.

CLASSE: 0"
12,3.085,0.0,1.0,0.364,0.0,1,3,alphasoc.com,0,0,AAAA,0,"Il record AAAA indica un normale servizio IPv6; la lunghezza 12 e l’entropia bassa (3.08) tipiche di parole leggibili, con vocali e consonanti in proporzioni naturali e senza cifre o caratteri speciali, suggeriscono un dominio legittimo.  
CLASSE: 0"
48,4.548,0.17400000000000002,0.8260000000000001,0.13,0.0,2,5,qvzni3pj5lkhsv4rp6of3vlvqw2s7nqln1c.attacco.test,1,2,A,1,"La lunghezza estremamente elevata (48) e l'alta entropia (4.55) tipizzano un payload codificato in un singolo label, tipico del DNS tunneling, nonostante il record sia di tipo A.  
CLASSE: 1"
22,3.8449999999999998,0.14300000000000002,0.714,0.23800000000000002,0.14300000000000002,1,2,xn--engadt-tva501a.com,1,3,A,3,"Il record è di tipo A (tipico dei domini legittimi), ma la lunghezza moderata (22) e l’entropia non particolarmente alta (3.845) non indicano un payload di tunneling né una DGA; il fatto che il dominio sia in Punycode (xn--) è tipico di impersonificazione/typosquatting.  

CLASSE: 3"
33,4.127,0.161,0.839,0.226,0.0,2,9,u0ak6wibdybsjscl59k5.attacco.test,1,2,A,2,"Il dominio usa un record di tipo A (tipico di host legittimi) ma presenta un sottodominio lungo (33 caratteri) con elevata entropia (4.127) e una sequenza di consonanti molto alta, tipico dei DGA piuttosto che di traffico normale o tunneling.  
Classificazione basata su random‑like label, pochi sottodomini e assenza di caratteri speciali.

CLASSE: 2"
51,4.422,0.0,1.0,0.229,0.0,3,8,npndwvvuoubphfztkeemctgzzlgakl.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una sottostringa molto lunga (51 caratteri) con entropia 4.42, tipica di payload codificati usati per tunnel/exfiltration DNS.  
CLASSE: 1"
51,4.131,0.0,1.0,0.229,0.0,3,9,xocfakvybhhxffabsxewtoynogslfn.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con elevata lunghezza e entropia (4.13) tipica di payload codificati, insieme a una sequenza di consonanti molto lunga, indica uso di DNS per tunneling / esfiltrazione.  

CLASSE: 1"
34,3.903,0.0,1.0,0.367,0.0,4,3,inbound.saywhat.com.netsolmail.net,0,0,A,0,"Record di tipo A con sottodomini leggibili (inbound, saywhat, netsolmail), lunghezza moderata e entropia non eccessiva, nessun pattern tipico di tunneling o DGA.  
CLASSE: 0"
8,3.0,0.0,1.0,0.28600000000000003,0.0,1,2,bint.com,1,3,A,0,"Il record è di tipo **A**, la lunghezza è moderata (8) e l’entropia è bassa (3.0), tipiche di domini legittimi; non ci sono pattern di tunneling né caratteristiche di DGA o typo‑squatting.  
CLASSE: 0"
39,3.717,0.0,1.0,0.4,0.0,4,2,inbound.blueheroninn.com.netsolmail.net,0,0,A,0,"Il record A con lunghezza moderata (39) e entropia media (3.7) contiene sottodomini leggibili (inbound, blueheroninn, com, netsolmail) tipici di una struttura legittima, non presenta caratteristiche di tunneling, DGA o typosquatting.  
CLASSE: 0"
51,4.312,0.0,1.0,0.292,0.0,3,7,fyinbklaocweeoypfibsbaqvzkmhfe.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con alta entropia (4.312) e una sequenza di consonanti molto lunga indica un payload codificato tipico del tunneling/exfiltration, piuttosto che un semplice DGA. La lunghezza estrema e l’uso di TXT sono coerenti con la classe 1.  
CLASSE: 1"
28,4.138,0.074,0.778,0.185,0.148,1,3,xn--er-advertisng-cnb84f.com,1,3,A,3,"Il dominio è in punycode (xn--...), tipico di tentativi di imitare marchi; il record è di tipo A (normale) e la lunghezza/entropia non sono estreme, ma la forma “er‑advertisng” suggerisce typo‑squatting.  

CLASSE: 3"
8,3.0,0.0,1.0,0.28600000000000003,0.0,1,2,jber.com,1,3,A,0,"Il record di tipo **A** è tipico di domini legittimi; la lunghezza (8) e l’entropia bassa (3.0) indicano una stringa leggibile (“jber”) senza pattern di random o payload. Nessuna anomalia di sottodomini o caratteri speciali suggerisce traffico normale.  
CLASSE: 0"
51,4.366,0.0,1.0,0.188,0.0,3,14,fkqqbwwyaktotjkymbvlmgjvkqazco.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT è lungo (label di 32 caratteri) con alta entropia (4.36) e una sequenza di 14 consonanti, tipico di domini generati casualmente piuttosto che di payload codificati.  
CLASSE: 2"
53,4.43,0.137,0.863,0.275,0.0,2,3,xlozi5rutl2nt2w4rwovxufea9unilndicj8chw4.attacco.test,1,2,AAAA,2,"La presenza di un record AAAA indica un uso tipico di risoluzione IP, ma la lunghezza di 53 caratteri con entropia 4.43 e una stringa apparentemente casuale suggeriscono un dominio generato automaticamente più che un normale nome leggibile. Con pochi sottodomini e alto indice di randomicità, il profilo corrisponde a un possibile DGA di malware.  
CLASSE: 2"
26,3.642,0.08,0.8,0.28,0.12,1,3,xn--monycontol-cc2eu1a.com,1,3,A,3,"Il dominio è un punycode (xn--) che imita “moneycontrol”, tipico di typosquatting; la lunghezza è moderata e l’entropia non è elevata, confermando un intento di impersonificazione più che di generazione casuale.  

CLASSE: 3"
51,4.376,0.0,1.0,0.25,0.0,3,10,vbgirxlnwoawbyyxeaszhnktfcdduo.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è TXT, tipico per il trasporto di payload; la lunghezza di 51 caratteri e la stringa quasi incomprensibile con una lunga sequenza di consonanti suggeriscono dati codificati incapsulati nel nome di dominio. L’entropia moderata (4.376) è coerente con dati codificati, tipico del DNS tunneling.  
CLASSE: 1"
72,4.769,0.186,0.8140000000000001,0.257,0.0,2,8,ekmudiuxmo93shids5hhhu7i2c9n165ifuij9bqvnxnjz2a4gl2fqltqguo.attacco.test,1,2,A,2,"Il record è di tipo A, ma il nome contiene una stringa molto lunga (72 caratteri) ad alta entropia (≈4.77) e quasi nessun carattere speciale, tipico di domini generati automaticamente (DGA).  
CLASSE: 2"
51,4.336,0.0,1.0,0.25,0.0,3,8,xzhjgmhimdciskzarjwkncllaelxui.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT, la label è estremamente lunga (51 caratteri) e mostra alta entropia (4.336), tipica di payload codificati inseriti in sottodomini; la struttura casuale suggerisce un canale di tunneling/exfiltration.  

CLASSE: 1"
51,4.28,0.0,1.0,0.25,0.0,3,10,tgajwdvdiyozojsaopduskttwhpfhx.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri con alta entropia (4.28) e una sequenza di 10 consonanti indica un payload codificato tipico del tunneling/exfiltration; la lunghezza estrema e l’uso di TXT lo collocano nella classe 1.  
CLASSE: 1"
51,4.422,0.0,1.0,0.188,0.0,3,15,thobwpvznrbfnzzjfreccqlimyrcjo.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT di 51 caratteri, con alta sequenza di consonanti e bassa percentuale di vocali, indica un payload codificato tipico di tunneling/exfiltration; l'entropia elevata supporta la presenza di dati non leggibili.  
CLASSE: 1"
38,4.179,0.361,0.639,0.139,0.0,2,3,77kg36f71p42en6y0j6y00yjt.attacco.test,1,2,AAAA,2,"Il record AAAA indica un tipico lookup di indirizzo, ma la label principale è una sequenza alfanumerica lunga (38 caratteri), con entropia moderata (4.18) e bassa presenza di vocali, tipica dei domini generati da algoritmo piuttosto che di parole legittime. Con solo due sottodomini e assenza di pattern verbali, corrisponde al profilo di un DGA.

CLASSE: 2"
25,4.004,0.261,0.739,0.17400000000000002,0.0,2,4,19x4l7dpqh57.attacco.test,1,2,A,2,"Il dominio usa un record A (tipico del traffico normale) ma il sotto‑dominio “19x4l7dpqh57” è una stringa alfanumerica casuale di lunghezza media con entropia 4.0, tipica dei DGA più che di tunneling o di domini leggibili.  

CLASSE: 2"
74,4.74,0.222,0.778,0.194,0.0,2,4,xvbf2o8fwj0voevki0vzs4b6o5syipj3zg3o7vheh1v0yk0int9os0rzch4xf.attacco.test,1,2,A,2,"La query usa un record A (normale) ma il nome contiene una label estremamente lunga, alta entropia (4.74) e una sequenza quasi casuale di lettere e cifre, tipica dei domini generati da algoritmo DGA.  

CLASSE: 2"
20,3.684,0.158,0.684,0.211,0.158,1,2,xn--aswes-w7a27p.com,1,3,A,3,"Il dominio è un punycode (xn--) tipico di IDN usati per imitare brand; il record è di tipo A (normale) e, nonostante la lunghezza 20 e l’entropia moderata (3.68), la presenza di caratteri speciali e la struttura incomprensibile suggeriscono un tentativo di imposter/typosquatting.  

CLASSE: 3"
14,3.379,0.231,0.769,0.231,0.0,1,2,kf9owijje.94wr,0,0,A,2,"La presenza di un record di tipo A, una lunghezza media (14 caratteri) e un’entropia moderata (3.38) indicano che non è un payload di tunneling; tuttavia la stringa “kf9owijje” è poco pronunciabile, con alta densità di caratteri casuali e nessun elemento riconoscibile, tipico dei domini generati da DGA.  

CLASSE: 2"
51,4.461,0.0,1.0,0.229,0.0,3,10,vgslkkqfmtebjqmuebjgvuoazpqzfs.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT contiene una stringa di 51 caratteri con alta entropia (4.46) e una sequenza di 10 consonanti consecutive, tipica di domini generati casualmente piuttosto che di payload codificati; la lunghezza è moderata e non mostra pattern di tunneling.  
CLASSE: 2"
27,3.81,0.12,0.88,0.24,0.0,2,4,8loppsumpsw0f9.attacco.test,1,2,AAAA,2,"Il record AAAA è tipico di un host legittimo, ma il sottodominio “8loppsumpsw0f9” è lungo, ha entropia 3.81 e appare casuale, senza parole di senso compiuto né caratteri speciali, caratteristiche tipiche dei domini generati da DGA.  
CLASSE: 2"
51,4.307,0.0,1.0,0.229,0.0,3,8,wnmupdpevrrnfxrnebpnziehpjubnw.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT e la label è molto lunga (51 caratteri) con elevata entropia (4.307), tipici di payload codificati usati per tunneling/exfiltration. La struttura casuale e la mancanza di pattern lessicali supportano la classificazione come trasferimento dati.

CLASSE: 1"
51,4.383,0.0,1.0,0.292,0.0,3,8,livctoznuzsteojiwuqfaebpzyxfpt.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT contiene una stringa molto lunga (51 caratteri) con elevata entropia (4.38) e predominanza di consonanti, tipica di payload codificati per tunneling/exfiltration.  
CLASSE: 1"
45,4.219,0.14,0.86,0.186,0.0,2,5,ywbasjtj1jwhvr2u2otbrw4yhs5qc4iv.attacco.test,1,2,A,2,"Il record è di tipo A (normale per host) ma il nome host è una lunga stringa apparentemente casuale (45 caratteri) con entropia moderata (4.219) e senza parole di senso compiuto, tipico dei domini generati da DGA.  
CLASSE: 2"
25,3.559,0.45,0.5,0.2,0.05,5,3,125.94.54.85.in-addr.arpa,0,0,AAAA,0,"Il record AAAA per un reverse DNS (in‑addr.arpa) è tipico, la lunghezza è moderata (25) e l’entropia (3.559) è bassa, indicando un dominio legittimo e privo di pattern anomali.  
CLASSE: 0"
51,4.378,0.0,1.0,0.271,0.0,3,12,ehtouilsftphwzsrvbeuelbjtphbku.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT, tipico per il tunneling, con una stringa molto lunga (51 caratteri) e alta entropia (4.38), caratterizzata da molte consonanti e poche vocali, suggerendo un payload codificato.  
CLASSE: 1"
51,4.265,0.0,1.0,0.292,0.0,3,7,moxjuocfvygpyoedohoorcugrsxkvb.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record è di tipo TXT, tipico per il trasporto di payload; la stringa è estremamente lunga (51 caratteri) con alta entropia (4.265), suggerendo dati codificati. La struttura casuale e i pochi sottodomini rafforzano l'ipotesi di tunneling / esfiltrazione dati.  
CLASSE: 1"
27,3.884,0.077,0.808,0.192,0.115,1,5,xn--steamcmmnity-jib45n.com,1,3,A,3,"Il dominio in punycode imita “steamcommunity” (typo) e non presenta entropia o lunghezza anomale; il record A è tipico di un sito legittimo.  
Queste caratteristiche corrispondono a un caso di typosquatting/Imposter.  
CLASSE: 3"
25,3.479,0.45,0.5,0.2,0.05,5,3,61.81.64.177.in-addr.arpa,0,0,AAAA,0,"Il tipo di record AA… è tipico per reverse‑DNS (PTR) e non indica attività anomala; la lunghezza di 25 caratteri e l’entropia 3.48 sono nella media, senza stringhe estremamente lunghe o casuali.  
Il numero di sotto‑domini, la presenza moderata di cifre e la bassa percentuale di caratteri speciali sono coerenti con un dominio legittimo di tipo reverse‑lookup.  

CLASSE: 0"
28,4.039,0.077,0.808,0.231,0.115,2,3,xn--mercaolibe-dkb85f.com.mx,1,3,A,3,"Il dominio è in punycode (xn--), tipico di IDN usati per impersonare brand; la lunghezza è moderata (28) e l’entropia (4,04) non è estremamente alta, mentre il record A è comune per siti legittimi ma non esclude l’abuso. Questi indizi puntano a un possibile impersonamento/typosquatting.  

CLASSE: 3"
34,4.057,0.125,0.875,0.219,0.0,2,5,4g4gnjmb59cweqsvavekg.attacco.test,1,2,A,2,"Il dominio usa un record A (tipico dei payload DGA) e ha una lunghezza media (34) con entropia moderata‑alta (4.06) tipica di stringhe generate casualmente; il sottodominio iniziale è incomprensibile mentre il secondo è una parola comune, indicativo di un DGA che aggiunge prefissi random.  

CLASSE: 2"
51,4.258,0.0,1.0,0.229,0.0,3,7,ucenwdzjqqaxzjhowzaklhevkqlccv.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record è di tipo TXT e contiene un’etichetta di 30 caratteri quasi priva di vocali, con alta entropia (4.258) e pochi sottodomini, tipico dei domini generati da DGA piuttosto che di tunneling estremo.  

CLASSE: 2"
16,3.375,0.07100000000000001,0.929,0.28600000000000003,0.0,2,3,dns0.calleva.net,0,0,AAAA,0,"Il record AAAA è un normale mapping IPv6; la lunghezza 16 e l’entropia 3.375 sono tipiche di domini leggibili con parole “dns” e “calleva”, senza anomalie strutturali.  
CLASSE: 0"
51,4.196,0.0,1.0,0.271,0.0,3,5,qbqiepvcheandzlsibbdnhuklzizip.sandbox.alphasoc.xyz,1,1,TXT,1,"Il record TXT con un sottodominio molto lungo (51 caratteri) e alta entropia è tipico del trasporto di payload codificati per tunneling/data exfiltration.  
CLASSE: 1"
51,4.305,0.0,1.0,0.188,0.0,3,13,rljfhuxgqcphhmcjyyvaulsxoxthvf.sandbox.alphasoc.xyz,1,1,TXT,2,"Il record TXT contiene una stringa di 51 caratteri con alta entropia (4.3) e una lunga sequenza di consonanti, tipica di domini generati casualmente piuttosto che di payload di tunneling estremamente lunghi.  
CLASSE: 2"
10,3.122,0.0,1.0,0.222,0.0,1,5,uqfclh.com,0,0,AAAA,2,"Il tipo di record AAAA non è standard, la lunghezza è breve (10) ma l’entropia (3.12) è elevata e la stringa è quasi priva di vocali, tipica di domini generati da DGA.  
Nessun segno di brand, né di payload estremamente lungo, quindi la più probabile categoria è malware DGA.  

CLASSE: 2"
25,3.814,0.125,0.75,0.25,0.125,1,4,xn--eserchgate-s5a41l.net,1,3,A,3,"Il record è di tipo A, con lunghezza moderata (25) e entropia non elevata (3.814), ma il dominio è in punycode (xn--) tipico di IDN usati per imitare brand legittimi.  
CLASSE: 3"
14,3.379,0.0,1.0,0.231,0.0,1,5,thekitchnd.com,1,3,A,3,"Il record A e la moderata lunghezza/entropia (3.38) suggeriscono un dominio standard, ma la stringa “thekitchnd” è una variante troncata di “thekitchen”, tipica di typo‑squatting.  
CLASSE: 3"
